0.05	0.0171761987	0.0212816264	0.0032083259
0.15	0.0482299528	0.0154935711	0.0044726087
0.25	0.0572036728	0.0232959450	0.0082363604
0.35	0.0342399680	0.0269470318	0.0056188445
0.45	0.0254485060	0.0183463529	0.0035307573
0.55	0.0194269509	0.0112411144	0.0017773762
0.65	0.0139748072	0.0091013897	0.0013567551
0.75	0.0154262398	0.0107303964	0.0016176681
0.85	0.0179929063	0.0116962227	0.0021354283
0.95	0.0162222604	0.0095755105	0.0016185567
